MASV,HOTEN,PHAI,NGSINH,DCHI,DT,KHOA,TINHTRANG
"20A828543","Trần Văn Linh","1","2007-03-17","Q.3, TP.HCM","0557580853","CNTT","Đã tốt nghiệp"
"20A383191","Phạm Văn An","0","2006-08-11","TP. Biên Hòa","0856209080","VATLY","Đang học"
"20A856975","Đặng Văn Châu","0","2005-03-08","TP. Hà Nội","0971117111","SINH","Đã thôi học"
"20A818916","Vũ Văn Dũng","0","2000-11-23","Q.5, TP.HCM","0208774422","VATLY","Đang học"
"20A798371","Phan Minh Châu","0","2006-10-20","TP. Vũng Tàu","0633940620","HOA","Đã tốt nghiệp"
"20A941547","Vũ Minh Hà","0","2001-10-15","TP. Vũng Tàu","0202124874","HOA","Bảo lưu kết quả học tập"
"20A599918","Phan Văn Nam","1","2001-07-22","TP. Hà Nội","0572191810","KHKT","Bảo lưu kết quả học tập"
"20A884079","Vũ Gia Hà","1","2007-01-25","TP. Biên Hòa","0639853349","CNTT","Bảo lưu kết quả học tập"
"20A143108","Phạm Văn Hương","0","2005-03-28","TP. Biên Hòa","0586847177","CNTT","Bảo lưu kết quả học tập"
"20A197290","Đặng Ngọc Khánh","0","2004-01-16","TP. Cần Thơ","0589538216","CNTT","Bảo lưu kết quả học tập"
"20A623911","Nguyễn Ngọc Dũng","0","2003-05-13","TP. Biên Hòa","0263717759","HOA","Đang học"
"20A828140","Trần Văn Vy","0","2001-01-12","TP. Cần Thơ","0426298723","TOAN","Đã thôi học"
"20A960078","Đặng Minh Trang","1","2005-01-30","TP. Cần Thơ","0946739406","TOAN","Đã tốt nghiệp"
"20A513379","Phạm Anh Phúc","0","2004-10-24","Q.1, TP.HCM","0292524168","TOAN","Đang học"
"20A973391","Vũ Hữu Tú","1","2001-12-11","TP. Biên Hòa","0561351338","TOAN","Đã tốt nghiệp"
"20A638282","Đặng Thị Khánh","0","2001-01-30","TP. Đà Nẵng","0977299068","HOA","Bảo lưu kết quả học tập"
"20A431922","Phan Hữu Vy","1","2006-10-01","TP. Hà Nội","0992181164","HOA","Đã tốt nghiệp"
"20A542648","Phan Gia Tú","0","2002-05-28","TP. Cần Thơ","0413590676","KHKT","Bảo lưu kết quả học tập"
"20A181526","Hoàng Anh Dũng","1","2002-10-06","TP. Cần Thơ","0370221752","HOA","Đã tốt nghiệp"
"20A419389","Vũ Minh Quân","1","2004-04-02","TP. Hà Nội","0546230657","KHKT","Đã tốt nghiệp"
"20A410861","Lê Văn Quân","0","2006-01-03","Q.5, TP.HCM","0520329174","SINH","Bảo lưu kết quả học tập"
"20A580240","Phan Anh Quân","1","2002-04-01","TP. Cần Thơ","0349061354","KHKT","Đang học"
"20A849942","Bùi Minh Dũng","0","2005-07-18","TP. Vũng Tàu","0451678572","VATLY","Đã thôi học"
"20A380818","Lê Anh Trang","1","2005-07-30","Q.3, TP.HCM","0627355112","HOA","Đang học"
"20A351484","Lê Văn Hà","0","2005-04-11","TP. Biên Hòa","0414832857","HOA","Đã tốt nghiệp"
"20A106017","Nguyễn Văn Hương","1","2006-08-26","Q.3, TP.HCM","0970947564","VATLY","Đã tốt nghiệp"
"20A432385","Đặng Ngọc Châu","1","2002-08-28","TP. Đà Nẵng","0369703586","KHKT","Đã thôi học"
"20A674967","Hoàng Ngọc Quân","1","2003-07-01","TP. Thủ Đức","0410001211","HOA","Đang học"
"20A334802","Vũ Thị An","1","2007-01-14","Q.5, TP.HCM","0680579037","TOAN","Đã thôi học"
"20A394260","Đặng Hữu Vy","0","2006-07-31","TP. Cần Thơ","0603196255","SINH","Đang học"
"20A657043","Hoàng Ngọc An","1","2005-01-15","TP. Hà Nội","0480450751","CNTT","Đã thôi học"
"20A384337","Phạm Anh An","0","2004-04-13","TP. Hà Nội","0727255323","SINH","Bảo lưu kết quả học tập"
"20A539757","Hoàng Ngọc Hương","1","2005-11-24","TP. Thủ Đức","0851811509","SINH","Đã tốt nghiệp"
"20A266553","Phạm Văn Hà","0","2001-12-04","TP. Hà Nội","0130953862","VATLY","Bảo lưu kết quả học tập"
"20A424029","Phạm Văn Trang","1","2006-10-09","TP. Cần Thơ","0301681665","HOA","Đã thôi học"
"20A631982","Trần Gia Tú","1","2004-03-02","TP. Biên Hòa","0757124260","HOA","Đã tốt nghiệp"
"20A980032","Phan Anh Tú","0","2000-09-13","Q.5, TP.HCM","0101047709","HOA","Đã thôi học"
"20A146818","Trần Anh Nam","1","2001-01-14","Q.10, TP.HCM","0421769805","KHKT","Đã thôi học"
"20A360641","Vũ Gia Khánh","0","2005-01-11","Q.1, TP.HCM","0199083602","VATLY","Đang học"
"20A710332","Trần Hữu Châu","1","2004-12-19","TP. Biên Hòa","0274253737","KHKT","Đang học"
"20A966130","Phan Minh Nam","1","2001-01-13","TP. Thủ Đức","0778638750","VATLY","Đang học"
"20A550723","Hoàng Ngọc Linh","0","2006-12-14","Q.10, TP.HCM","0708507466","SINH","Đã tốt nghiệp"
"20A627450","Lê Gia Trang","1","2005-08-29","TP. Cần Thơ","0655294896","VATLY","Đang học"
"20A909967","Phan Hữu An","1","2001-01-01","TP. Đà Nẵng","0715853228","TOAN","Bảo lưu kết quả học tập"
"20A445008","Trần Minh Quân","0","2001-01-24","Q.1, TP.HCM","0151190379","SINH","Bảo lưu kết quả học tập"
"20A501007","Trần Thị Dũng","0","2002-05-27","TP. Hà Nội","0927203836","VATLY","Bảo lưu kết quả học tập"
"20A758759","Lê Thị Bình","0","2007-03-29","TP. Thủ Đức","0603345610","TOAN","Đã thôi học"
"20A945462","Bùi Ngọc Hà","0","2002-05-03","TP. Thủ Đức","0557977852","CNTT","Đang học"
"20A862286","Lê Thị Hương","1","2001-12-30","Q.5, TP.HCM","0495513105","KHKT","Bảo lưu kết quả học tập"
"20A884572","Đặng Thị Châu","1","2002-11-24","Q.1, TP.HCM","0518573050","TOAN","Đã thôi học"
"20A138320","Phạm Thị Phúc","1","2000-10-09","TP. Hà Nội","0125916796","KHKT","Đã tốt nghiệp"
"20A764328","Hoàng Anh An","0","2005-07-04","TP. Đà Nẵng","0879433135","CNTT","Bảo lưu kết quả học tập"
"20A423770","Đặng Hữu Trang","0","2001-03-07","TP. Hà Nội","0354083697","KHKT","Đã thôi học"
"20A628394","Nguyễn Ngọc Nam","0","2006-05-09","TP. Hà Nội","0143685022","SINH","Đã thôi học"
"20A798478","Phạm Gia Bình","0","2003-09-16","Q.5, TP.HCM","0425650678","KHKT","Bảo lưu kết quả học tập"
"20A287793","Nguyễn Minh Hương","1","2007-02-15","Q.5, TP.HCM","0630488492","KHKT","Bảo lưu kết quả học tập"
"20A216341","Hoàng Minh Bình","0","2006-10-19","Q.10, TP.HCM","0915026366","KHKT","Đã tốt nghiệp"
"20A538818","Bùi Hữu Hà","0","2002-04-01","TP. Thủ Đức","0722096335","CNTT","Đã thôi học"
"20A231029","Lê Gia Linh","1","2001-04-20","Q.5, TP.HCM","0173772555","CNTT","Bảo lưu kết quả học tập"
"20A570161","Lê Hữu Trang","0","2004-08-13","TP. Biên Hòa","0552970108","HOA","Đang học"
"20A498195","Nguyễn Minh Trang","0","2002-06-18","TP. Hà Nội","0219163270","CNTT","Đã tốt nghiệp"
"20A367889","Phan Hữu Dũng","0","2004-10-14","Q.5, TP.HCM","0205350323","TOAN","Đang học"
"20A799240","Hoàng Hữu Châu","0","2003-06-30","TP. Vũng Tàu","0820472274","TOAN","Bảo lưu kết quả học tập"
"20A997716","Phan Ngọc Hà","0","2001-01-27","Q.3, TP.HCM","0298230913","HOA","Đã tốt nghiệp"
"20A846662","Đặng Ngọc Dũng","1","2002-08-19","Q.3, TP.HCM","0989964466","KHKT","Bảo lưu kết quả học tập"
"20A220511","Nguyễn Gia An","0","2005-09-28","TP. Cần Thơ","0923238918","KHKT","Đã thôi học"
"20A397536","Trần Minh Phúc","1","2006-02-16","TP. Cần Thơ","0343575012","SINH","Đang học"
"20A937195","Hoàng Ngọc Hà","1","2001-08-20","TP. Thủ Đức","0195154235","VATLY","Đang học"
"20A876086","Lê Ngọc An","1","2004-12-01","TP. Vũng Tàu","0896200091","KHKT","Đã tốt nghiệp"
"20A177504","Trần Văn Vy","1","2003-10-02","Q.1, TP.HCM","0971119551","TOAN","Đã tốt nghiệp"
"20A631407","Lê Ngọc Vy","1","2002-04-10","TP. Thủ Đức","0793490136","CNTT","Bảo lưu kết quả học tập"
"20A464678","Đặng Minh Linh","1","2006-02-15","TP. Biên Hòa","0126355249","CNTT","Bảo lưu kết quả học tập"
"20A345556","Vũ Anh Nam","1","2004-01-09","Q.1, TP.HCM","0380978646","KHKT","Bảo lưu kết quả học tập"
"20A445644","Đặng Minh An","0","2005-06-01","Q.5, TP.HCM","0637662510","VATLY","Bảo lưu kết quả học tập"
"20A781405","Nguyễn Hữu Bình","1","2006-10-08","TP. Biên Hòa","0503082672","CNTT","Bảo lưu kết quả học tập"
"20A790300","Phan Ngọc Bình","1","2002-08-10","TP. Cần Thơ","0878058636","TOAN","Đang học"
"20A399761","Lê Ngọc Dũng","1","2000-10-19","Q.3, TP.HCM","0762933556","CNTT","Đang học"
"20A538385","Nguyễn Gia Nam","0","2000-06-23","TP. Hà Nội","0253597339","SINH","Bảo lưu kết quả học tập"
"20A505297","Nguyễn Văn Nam","1","2003-05-23","TP. Biên Hòa","0472829542","HOA","Đã thôi học"
"20A851533","Nguyễn Thị Vy","1","2003-12-23","TP. Thủ Đức","0192153765","TOAN","Bảo lưu kết quả học tập"
"20A977348","Phạm Ngọc Quân","0","2004-09-16","Q.5, TP.HCM","0411270672","SINH","Đã tốt nghiệp"
"20A761056","Phạm Hữu Linh","1","2003-12-04","TP. Thủ Đức","0241038419","VATLY","Đang học"
"20A472549","Nguyễn Văn Khánh","0","2003-03-26","TP. Hà Nội","0175811752","SINH","Đã thôi học"
"20A699048","Vũ Hữu Quân","1","2002-04-14","Q.5, TP.HCM","0277630657","VATLY","Đã tốt nghiệp"
"20A994544","Hoàng Thị Quân","1","2006-05-04","TP. Đà Nẵng","0660698439","HOA","Bảo lưu kết quả học tập"
"20A994756","Phan Thị Dũng","0","2000-09-16","Q.1, TP.HCM","0657309974","SINH","Đang học"
"20A766799","Trần Hữu An","1","2003-07-23","Q.3, TP.HCM","0552068625","CNTT","Bảo lưu kết quả học tập"
"20A637397","Trần Hữu Linh","1","2004-06-26","TP. Thủ Đức","0932425637","HOA","Đã tốt nghiệp"
"20A447726","Trần Hữu Tú","1","2005-06-27","TP. Hà Nội","0977242630","TOAN","Bảo lưu kết quả học tập"
"20A259743","Trần Minh Tú","1","2000-07-05","Q.1, TP.HCM","0835698779","KHKT","Đang học"
"20A535739","Phan Minh Phúc","0","2000-10-27","TP. Cần Thơ","0601383034","SINH","Đã thôi học"
"20A472952","Lê Minh Hương","0","2006-12-27","Q.3, TP.HCM","0418390652","HOA","Đã thôi học"
"20A123029","Bùi Văn Tú","1","2004-08-26","Q.1, TP.HCM","0946094908","KHKT","Đang học"
"20A593304","Đặng Thị Vy","1","2005-09-18","Q.3, TP.HCM","0762034798","SINH","Đang học"
"20A864461","Vũ Văn Vy","1","2001-11-19","TP. Vũng Tàu","0199885680","HOA","Đã thôi học"
"20A448445","Phạm Gia Dũng","0","2007-01-24","TP. Thủ Đức","0372462941","TOAN","Đã tốt nghiệp"
"20A394318","Bùi Ngọc An","1","2006-08-22","TP. Cần Thơ","0539708524","SINH","Đã thôi học"
"20A623669","Lê Ngọc Nam","1","2002-01-18","TP. Biên Hòa","0434297766","VATLY","Đang học"
"20A229000","Vũ Gia Nam","0","2001-03-10","Q.10, TP.HCM","0408206083","HOA","Bảo lưu kết quả học tập"
"20A906413","Phạm Ngọc Hà","1","2002-01-30","Q.10, TP.HCM","0127499982","CNTT","Đang học"
"20A475757","Đặng Minh Châu","1","2001-01-05","TP. Cần Thơ","0458358486","VATLY","Bảo lưu kết quả học tập"
"20A479291","Vũ Anh Châu","0","2007-02-20","TP. Vũng Tàu","0336471558","KHKT","Đã thôi học"
"20A969419","Trần Ngọc Quân","1","2000-08-16","TP. Cần Thơ","0756895747","CNTT","Đã thôi học"
"20A519151","Trần Thị Châu","1","2006-02-05","TP. Cần Thơ","0292659369","CNTT","Đang học"
"20A923309","Nguyễn Thị Trang","1","2000-09-25","Q.10, TP.HCM","0412461143","TOAN","Đang học"
"20A979027","Đặng Gia Bình","0","2006-03-23","TP. Đà Nẵng","0718823286","CNTT","Đã tốt nghiệp"
"20A723145","Lê Ngọc Tú","1","2004-08-07","Q.1, TP.HCM","0397333013","CNTT","Đã tốt nghiệp"
"20A297948","Nguyễn Ngọc Quân","0","2002-08-22","Q.5, TP.HCM","0936596607","SINH","Đã thôi học"
"20A512123","Phạm Văn An","1","2002-01-09","TP. Biên Hòa","0903705231","TOAN","Đã tốt nghiệp"
"20A244116","Nguyễn Văn Quân","1","2002-07-14","Q.10, TP.HCM","0858571775","CNTT","Đã thôi học"
"20A886591","Nguyễn Văn Châu","0","2002-01-07","Q.10, TP.HCM","0398412684","VATLY","Bảo lưu kết quả học tập"
"20A437903","Bùi Minh Tú","0","2006-11-26","TP. Đà Nẵng","0179218681","TOAN","Bảo lưu kết quả học tập"
"20A970154","Phan Gia Tú","0","2003-06-02","TP. Cần Thơ","0100907406","SINH","Đang học"
"20A672266","Nguyễn Minh Phúc","0","2005-01-14","TP. Thủ Đức","0857818478","CNTT","Đã tốt nghiệp"
"20A302005","Phan Gia An","0","2001-12-24","TP. Thủ Đức","0223459206","KHKT","Đang học"
"20A700021","Hoàng Hữu Châu","0","2004-05-09","TP. Cần Thơ","0354260234","CNTT","Đã thôi học"
"20A281772","Phan Gia Quân","1","2003-07-31","TP. Biên Hòa","0512051664","VATLY","Bảo lưu kết quả học tập"
"20A284039","Vũ Minh Hà","0","2005-06-10","TP. Hà Nội","0767887697","VATLY","Đã tốt nghiệp"
"20A724751","Nguyễn Anh Châu","0","2003-05-23","TP. Cần Thơ","0243484474","VATLY","Đang học"
"20A935285","Nguyễn Hữu Nam","1","2001-04-11","TP. Đà Nẵng","0497350913","VATLY","Đang học"
"20A782973","Lê Thị Bình","1","2003-02-13","TP. Thủ Đức","0892742125","HOA","Đã thôi học"
"20A395798","Vũ Ngọc Hương","0","2004-08-04","TP. Biên Hòa","0260369634","CNTT","Đã tốt nghiệp"
"20A950878","Nguyễn Hữu Phúc","0","2003-10-25","TP. Biên Hòa","0173010189","VATLY","Bảo lưu kết quả học tập"
"20A307581","Phan Anh Trang","0","2004-02-23","Q.5, TP.HCM","0592814075","KHKT","Đang học"
"20A425952","Đặng Hữu Khánh","1","2003-04-05","TP. Vũng Tàu","0200137234","VATLY","Bảo lưu kết quả học tập"
"20A383897","Nguyễn Anh Bình","1","2003-10-07","Q.10, TP.HCM","0765995493","VATLY","Bảo lưu kết quả học tập"
"20A897045","Đặng Ngọc Phúc","0","2005-03-08","TP. Vũng Tàu","0949326541","SINH","Đã thôi học"
"20A466414","Hoàng Thị Trang","0","2002-01-04","Q.1, TP.HCM","0311076701","TOAN","Đã tốt nghiệp"
"20A146845","Hoàng Thị Trang","1","2004-04-07","Q.10, TP.HCM","0559710348","TOAN","Bảo lưu kết quả học tập"
"20A665175","Hoàng Văn Linh","0","2001-12-29","TP. Vũng Tàu","0576784661","HOA","Đang học"
"20A979068","Nguyễn Văn Quân","0","2005-04-08","TP. Đà Nẵng","0145716574","HOA","Đã thôi học"
"20A589023","Hoàng Văn Linh","1","2005-09-19","Q.1, TP.HCM","0236190106","SINH","Đã tốt nghiệp"
"20A437746","Phạm Gia Phúc","0","2000-06-27","Q.10, TP.HCM","0145516359","HOA","Đã thôi học"
"20A964538","Bùi Gia Bình","1","2001-08-07","TP. Biên Hòa","0359734826","KHKT","Đã tốt nghiệp"
"20A168375","Nguyễn Anh Linh","0","2002-01-27","Q.10, TP.HCM","0388864851","HOA","Đã tốt nghiệp"
"20A227380","Nguyễn Thị Tú","0","2006-04-02","Q.3, TP.HCM","0615095289","CNTT","Đã thôi học"
"20A173572","Bùi Văn Phúc","1","2004-07-06","TP. Vũng Tàu","0325666518","KHKT","Đang học"
"20A816451","Phan Hữu Linh","1","2002-02-06","Q.1, TP.HCM","0848190328","VATLY","Đã thôi học"
"20A555006","Lê Thị Hương","0","2005-05-03","TP. Vũng Tàu","0915939031","KHKT","Đã thôi học"
"20A200800","Lê Thị Tú","1","2001-07-04","TP. Cần Thơ","0255888734","HOA","Bảo lưu kết quả học tập"
"20A855242","Phạm Thị Nam","0","2004-01-17","Q.3, TP.HCM","0165388860","CNTT","Đã thôi học"
"20A514327","Lê Ngọc Phúc","1","2004-03-21","Q.10, TP.HCM","0826693154","SINH","Đã tốt nghiệp"
"20A697493","Nguyễn Minh Tú","0","2007-01-03","TP. Đà Nẵng","0726369529","VATLY","Bảo lưu kết quả học tập"
"20A539531","Bùi Gia Vy","0","2002-04-08","TP. Vũng Tàu","0945946956","SINH","Bảo lưu kết quả học tập"
"20A276141","Phạm Hữu Hà","0","2004-10-18","TP. Cần Thơ","0814576348","HOA","Đã thôi học"
"20A441797","Bùi Văn Hà","1","2005-01-24","Q.1, TP.HCM","0574612998","VATLY","Đang học"
"20A554674","Trần Thị Trang","0","2007-03-30","TP. Hà Nội","0511611765","KHKT","Đang học"
"20A865077","Phan Gia Trang","0","2001-04-04","TP. Vũng Tàu","0847752368","HOA","Đã thôi học"
"20A661337","Bùi Minh An","1","2000-07-28","Q.10, TP.HCM","0623013493","SINH","Đang học"
"20A709030","Nguyễn Hữu Vy","1","2002-11-02","TP. Thủ Đức","0221483865","TOAN","Bảo lưu kết quả học tập"
"20A652066","Bùi Gia Trang","1","2006-03-29","TP. Cần Thơ","0228370185","HOA","Bảo lưu kết quả học tập"
"20A657789","Đặng Anh Bình","0","2002-08-26","Q.1, TP.HCM","0989284692","VATLY","Đang học"
"20A742633","Lê Anh Bình","0","2003-10-15","TP. Thủ Đức","0936567727","CNTT","Bảo lưu kết quả học tập"
"20A261735","Lê Hữu Nam","0","2003-06-13","Q.10, TP.HCM","0151439694","CNTT","Đã thôi học"
"20A567912","Trần Gia Dũng","0","2006-08-02","Q.1, TP.HCM","0933862001","TOAN","Bảo lưu kết quả học tập"
"20A363156","Nguyễn Thị Vy","1","2002-11-22","Q.3, TP.HCM","0976871180","KHKT","Bảo lưu kết quả học tập"
"20A886608","Bùi Hữu Bình","1","2000-08-24","TP. Hà Nội","0426202518","VATLY","Bảo lưu kết quả học tập"
"20A659905","Phạm Gia Khánh","0","2003-08-16","Q.3, TP.HCM","0559276643","HOA","Bảo lưu kết quả học tập"
"20A629850","Đặng Minh Vy","0","2000-06-17","TP. Đà Nẵng","0633320051","VATLY","Bảo lưu kết quả học tập"
"20A782937","Nguyễn Anh Linh","1","2007-01-04","TP. Vũng Tàu","0765431565","TOAN","Đã thôi học"
"20A536488","Phạm Ngọc Quân","0","2000-10-06","Q.5, TP.HCM","0990986666","TOAN","Đang học"
"20A695056","Phạm Hữu Dũng","1","2005-12-05","TP. Thủ Đức","0390500827","CNTT","Bảo lưu kết quả học tập"
"20A342802","Vũ Gia Bình","0","2005-08-28","TP. Đà Nẵng","0159488025","KHKT","Đang học"
"20A638670","Đặng Minh Phúc","0","2003-03-09","Q.10, TP.HCM","0429155337","HOA","Đang học"
"20A475697","Hoàng Hữu Nam","0","2006-06-28","Q.3, TP.HCM","0466327747","CNTT","Đã tốt nghiệp"
"20A900453","Đặng Minh Linh","0","2004-09-22","TP. Vũng Tàu","0679811026","KHKT","Bảo lưu kết quả học tập"
"20A627246","Trần Ngọc Hà","1","2000-05-12","Q.3, TP.HCM","0912817433","SINH","Đang học"
"20A450124","Hoàng Ngọc Bình","1","2001-04-10","Q.5, TP.HCM","0235639205","HOA","Đã thôi học"
"20A595771","Vũ Anh An","1","2006-08-30","Q.1, TP.HCM","0846328062","VATLY","Bảo lưu kết quả học tập"
"20A670978","Nguyễn Anh Hương","0","2005-10-24","Q.10, TP.HCM","0230730665","SINH","Đã tốt nghiệp"
"20A202746","Phạm Thị Phúc","0","2003-06-11","TP. Hà Nội","0104521178","SINH","Đã tốt nghiệp"
"20A837005","Bùi Anh Phúc","1","2004-07-24","TP. Biên Hòa","0427952750","CNTT","Đang học"
"20A499510","Bùi Gia An","1","2002-09-21","Q.5, TP.HCM","0237689300","VATLY","Đã thôi học"
"20A339809","Phan Gia Bình","0","2002-03-17","TP. Hà Nội","0645170907","TOAN","Bảo lưu kết quả học tập"
"20A831662","Bùi Gia Dũng","0","2006-04-30","Q.5, TP.HCM","0265096010","VATLY","Đã thôi học"
"20A763104","Nguyễn Gia Dũng","1","2003-11-18","TP. Đà Nẵng","0883108468","TOAN","Bảo lưu kết quả học tập"
"20A253708","Đặng Minh Châu","1","2006-07-03","TP. Cần Thơ","0865526448","TOAN","Đã thôi học"
"20A340451","Phan Ngọc Châu","1","2003-11-03","TP. Vũng Tàu","0277490719","HOA","Đã tốt nghiệp"
"20A335834","Đặng Văn Bình","0","2000-09-13","Q.5, TP.HCM","0475435347","TOAN","Đã thôi học"
"20A305478","Phạm Thị Khánh","0","2003-05-31","TP. Thủ Đức","0531001360","TOAN","Đã tốt nghiệp"
"20A400752","Lê Gia Trang","1","2005-09-26","TP. Vũng Tàu","0171793473","SINH","Đang học"
"20A820322","Phan Hữu Tú","1","2002-11-23","TP. Đà Nẵng","0338547000","HOA","Đang học"
"20A316934","Nguyễn Ngọc Bình","1","2005-04-17","Q.3, TP.HCM","0820780363","TOAN","Đang học"
